RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location
717441,201568677,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,03/01/2015,02/21/2015,03/01/2015,21XX BLOCK OF 6 AV,D,D2,7200.1057,-122.340263367,47.615543365,"(47.615543365, -122.340263367)"
717445,201568382,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,03/01/2015,11/01/2014,02/28/2015,38XX BLOCK OF WHITMAN AV N,B,B3,5400.4019,-122.345962524,47.653438568,"(47.653438568, -122.345962524)"
717446,201568589,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,03/01/2015,02/22/2015,03/01/2015,59XX BLOCK OF ROOSEVELT WY NE,U,U1,4500.1000,-122.317359924,47.6717453,"(47.6717453, -122.317359924)"
717478,201568650,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,03/01/2015,03/01/2015,03/01/2015,8XX BLOCK OF NE 73 ST,U,U1,3600.1006,-122.319267273,47.68157959,"(47.68157959, -122.319267273)"
717479,201568702,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,03/01/2015,03/01/2015,,2XX BLOCK OF BELMONT AV E,E,E1,7402.1003,-122.324012756,47.620250702,"(47.620250702, -122.324012756)"
717496,2015901414,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,03/01/2015,02/27/2015,02/27/2015,65XX BLOCK OF 2 AV NE,J,J3,3600.4017,-122.327293396,47.676746368,"(47.676746368, -122.327293396)"
717511,201692095,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,03/16/2016,03/15/2016,03/16/2016,140XX BLOCK OF 15 AV NE,L,L1,200.3000,-122.312713623,47.731212616,"(47.731212616, -122.312713623)"
717592,201566737,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/27/2015,02/27/2015,,BELMONT AV / E PIKE ST,E,E3,8400.1004,-122.324462891,47.614089966,"(47.614089966, -122.324462891)"
717595,201564752,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/26/2015,02/21/2015,02/21/2015,45XX BLOCK OF BROOKLYN AV NE,U,U2,5301.2008,-122.31426239,47.662189484,"(47.662189484, -122.31426239)"
717611,2015901339,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/27/2015,02/21/2015,02/21/2015,80XX BLOCK OF 25 AV NE,U,U3,2500.1012,-122.301223755,47.687179565,"(47.687179565, -122.301223755)"
717631,201564827,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/26/2015,02/24/2015,,11XX BLOCK OF OLIVE WY,D,D3,7300.2018,-122.330177307,47.615680695,"(47.615680695, -122.330177307)"
717690,2015901305,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/26/2015,02/25/2015,02/25/2015,9XX BLOCK OF 4 AV,K,K1,8100.2030,-122.332580566,47.605731964,"(47.605731964, -122.332580566)"
717701,2015901312,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/26/2015,02/19/2015,02/19/2015,15XX BLOCK OF 12 AV,E,E2,7500.4006,-122.316848755,47.614685059,"(47.614685059, -122.316848755)"
717704,201566227,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/27/2015,02/26/2015,02/26/2015,32XX BLOCK OF EASTLAKE AV E,C,C1,6100.1008,-122.322769165,47.649650574,"(47.649650574, -122.322769165)"
717710,201564701,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/26/2015,02/24/2015,02/25/2015,BROADWAY / E PINE ST,E,E2,8400.1007,-122.320800781,47.615234375,"(47.615234375, -122.320800781)"
717744,201565196,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/26/2015,02/26/2015,,2XX BLOCK OF YALE AV N,D,D3,7300.1024,-122.330421448,47.620243073,"(47.620243073, -122.330421448)"
717750,201565031,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/26/2015,02/26/2015,,52XX BLOCK OF 19 AV NE,U,U1,4400.3001,-122.307151794,47.66746521,"(47.66746521, -122.307151794)"
717878,201562809,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/24/2015,02/21/2015,02/21/2015,48XX BLOCK OF SAND POINT WY NE,U,U3,4100.4008,-122.283157349,47.664581299,"(47.664581299, -122.283157349)"
717953,201564230,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/25/2015,02/25/2015,02/25/2015,70XX BLOCK OF WOODLAWN AV NE,J,J3,3600.4004,-122.324905396,47.678894043,"(47.678894043, -122.324905396)"
717956,201564270,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/25/2015,02/25/2015,,11XX BLOCK OF OLIVE WY,D,D3,7300.2018,-122.330177307,47.615680695,"(47.615680695, -122.330177307)"
717957,2015901290,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/25/2015,02/13/2015,02/13/2015,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334815979,47.612369537,"(47.612369537, -122.334815979)"
717989,201563965,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/25/2015,02/25/2015,02/25/2015,3XX BLOCK OF PINE ST,M,M2,8100.2002,-122.338150024,47.610973358,"(47.610973358, -122.338150024)"
718009,2015901293,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/25/2015,02/24/2015,02/24/2015,7 AV / PIKE ST,M,M3,8200.1006,-122.333351135,47.611606598,"(47.611606598, -122.333351135)"
718043,201563678,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/25/2015,02/24/2015,02/25/2015,1XX BLOCK OF NW 60 ST,B,B2,3400.3000,-122.358985901,47.672348022,"(47.672348022, -122.358985901)"
718127,201564175,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/25/2015,02/22/2015,02/23/2015,BELLEVUE AV / E OLIVE WY,E,E1,7402.3010,-122.326820374,47.617073059,"(47.617073059, -122.326820374)"
718196,201562008,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/23/2015,02/23/2015,,6 AV / PIKE ST,M,M3,8200.1004,-122.334465027,47.611141205,"(47.611141205, -122.334465027)"
718214,201561952,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/23/2015,02/23/2015,02/23/2015,13XX BLOCK OF MINOR AV,E,E3,8300.2016,-122.326438904,47.612449646,"(47.612449646, -122.326438904)"
718236,201561233,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/23/2015,02/18/2015,02/22/2015,48XX BLOCK OF INTERLAKE AV N,B,B3,5000.1016,-122.340660095,47.6639328,"(47.6639328, -122.340660095)"
718360,2015901242,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/23/2015,01/01/2015,02/23/2015,14XX BLOCK OF E CHERRY ST,G,G2,8600.1011,-122.313499451,47.608043671,"(47.608043671, -122.313499451)"
718369,201562492,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/24/2015,02/23/2015,02/24/2015,26XX BLOCK OF 10 AV W,Q,Q2,5900.4025,-122.370201111,47.643016815,"(47.643016815, -122.370201111)"
718510,2015901224,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/22/2015,02/01/2015,02/01/2015,1XX BLOCK OF NE 52 ST,B,B3,4500.2023,-122.327087402,47.6664505,"(47.6664505, -122.327087402)"
718511,2015901210,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/21/2015,02/20/2015,02/21/2015,12XX BLOCK OF N NORTHGATE WY,N,N3,1300.2000,-122.342666626,47.705047607,"(47.705047607, -122.342666626)"
718572,201559984,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/21/2015,02/20/2015,02/21/2015,113XX BLOCK OF 23 AV NE,L,L1,1100.1001,-122.304405212,47.711185455,"(47.711185455, -122.304405212)"
718574,201559375,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/21/2015,02/13/2015,02/14/2015,38XX BLOCK OF 46 AV SW,W,W2,9702.2007,-122.390777588,47.569343567,"(47.569343567, -122.390777588)"
719039,2015901169,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/19/2015,02/17/2015,02/18/2015,9XX BLOCK OF POPLAR PL S,G,G3,9400.2008,-122.311737061,47.594272614,"(47.594272614, -122.311737061)"
719130,201556025,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/18/2015,02/18/2015,,36XX BLOCK OF WOODLAND PARK AV N,B,B3,5400.3004,-122.344009399,47.651626587,"(47.651626587, -122.344009399)"
719211,201554780,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/17/2015,02/15/2015,02/15/2015,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.369689941,47.661468506,"(47.661468506, -122.369689941)"
719304,2015901133,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/18/2015,02/17/2015,02/18/2015,50XX BLOCK OF 38 AV SW,W,W2,10500.1019,-122.380249023,47.556587219,"(47.556587219, -122.380249023)"
719332,201557367,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/19/2015,02/18/2015,,2XX BLOCK OF YALE AV N,D,D3,7300.1024,-122.330421448,47.620243073,"(47.620243073, -122.330421448)"
719333,201557128,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/19/2015,02/19/2015,,64XX BLOCK OF 8 AV NW,B,B2,3400.1007,-122.366035461,47.675624847,"(47.675624847, -122.366035461)"
719355,201556188,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/18/2015,02/18/2015,02/18/2015,10XX BLOCK OF 8 AV,E,E3,8200.2006,-122.328796387,47.60830307,"(47.60830307, -122.328796387)"
719356,201556266,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/18/2015,02/18/2015,02/18/2015,7XX BLOCK OF PIKE ST,M,M2,8200.1006,-122.332801819,47.611839294,"(47.611839294, -122.332801819)"
718701,201559878,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/21/2015,02/21/2015,,107XX BLOCK OF 30 AV NE,L,L3,1000.2000,-122.296226501,47.707542419,"(47.707542419, -122.296226501)"
718867,201558283,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/20/2015,02/15/2015,02/15/2015,127XX BLOCK OF LAKE CITY WY NE,L,L3,100.5005,-122.293640137,47.721984863,"(47.721984863, -122.293640137)"
718868,201558889,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/20/2015,02/20/2015,,7 AV / PIKE ST,M,M3,8200.1006,-122.333351135,47.611606598,"(47.611606598, -122.333351135)"
718906,201558424,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/20/2015,02/20/2015,02/20/2015,2XX BLOCK OF WESTLAKE AV N,D,D3,7300.3015,-122.338470459,47.620288849,"(47.620288849, -122.338470459)"
718914,201557551,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/19/2015,02/19/2015,,12XX BLOCK OF 1 AV,M,M1,8100.1004,-122.337867737,47.606479645,"(47.606479645, -122.337867737)"
718915,201558758,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/20/2015,02/20/2015,,1XX BLOCK OF 12 AV,G,G1,8600.3009,-122.31678009,47.60218811,"(47.60218811, -122.31678009)"
718916,2015901171,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/19/2015,02/19/2015,02/19/2015,9XX BLOCK OF 12 AV,E,E2,8600.2008,-122.31678009,47.610977173,"(47.610977173, -122.31678009)"
718917,201558231,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/20/2015,02/18/2015,02/20/2015,27XX BLOCK OF W MANOR PL,Q,Q1,5801.3009,-122.392051697,47.652690887,"(47.652690887, -122.392051697)"
718918,2015901174,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/20/2015,02/19/2015,02/19/2015,PIKE ST / 4 AV,M,M3,8100.2010,-122.336685181,47.610214233,"(47.610214233, -122.336685181)"
719384,201554190,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/16/2015,02/16/2015,02/16/2015,34XX BLOCK OF WALLINGFORD AV N,B,B3,5400.2027,-122.336341858,47.648620605,"(47.648620605, -122.336341858)"
720031,201549538,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/12/2015,02/11/2015,02/12/2015,1XX BLOCK OF JOHN ST,Q,Q3,7100.2004,-122.353485107,47.619762421,"(47.619762421, -122.353485107)"
720042,201549110,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/12/2015,02/10/2015,02/12/2015,17XX BLOCK OF 13 AV,E,E2,7500.4003,-122.315574646,47.617027283,"(47.617027283, -122.315574646)"
720043,201549166,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/12/2015,02/11/2015,02/12/2015,5 AV / BELL ST,D,D2,7200.2015,-122.343078613,47.616031647,"(47.616031647, -122.343078613)"
719463,201553734,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/16/2015,01/01/2015,02/16/2015,3XX BLOCK OF SUMMIT AV E,E,E1,7401.4003,-122.325302124,47.62141037,"(47.62141037, -122.325302124)"
719511,201553257,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/15/2015,02/14/2015,02/15/2015,NE 50 ST / UNIVERSITY WY NE,U,U1,4400.4009,-122.313072205,47.664897919,"(47.664897919, -122.313072205)"
719545,201554185,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/16/2015,02/13/2015,02/16/2015,18XX BLOCK OF NE 47 ST,U,U1,5301.1001,-122.307785034,47.66305542,"(47.66305542, -122.307785034)"
720179,2015900987,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/12/2015,01/24/2015,02/12/2015,1XX BLOCK OF 12 AV E,E,E1,7500.5007,-122.316917419,47.619354248,"(47.619354248, -122.316917419)"
719560,201553753,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/16/2015,02/15/2015,02/16/2015,43XX BLOCK OF 2 AV NW,B,B2,4800.2013,-122.358383179,47.659584045,"(47.659584045, -122.358383179)"
719564,201553643,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/16/2015,02/16/2015,,16XX BLOCK OF 19 AV,C,C3,7900.2002,-122.307426453,47.616001129,"(47.616001129, -122.307426453)"
719597,2015901076,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/16/2015,02/15/2015,02/15/2015,50XX BLOCK OF BROOKLYN AV NE,U,U1,4400.4007,-122.314201355,47.665676117,"(47.665676117, -122.314201355)"
720211,2015901142,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/12/2015,02/12/2015,02/12/2015,50XX BLOCK OF 9 AV NE,U,U1,4500.1010,-122.31842804,47.666027069,"(47.666027069, -122.31842804)"
720213,2015901018,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/13/2015,02/09/2015,02/13/2015,122XX BLOCK OF ASHWORTH AV N,N,N2,600.3007,-122.339530945,47.717727661,"(47.717727661, -122.339530945)"
720221,2015901025,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/13/2015,02/13/2015,02/13/2015,HOWELL ST / MINOR AV,D,D3,7300.2017,-122.330558777,47.616840363,"(47.616840363, -122.330558777)"
719617,2015901073,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/16/2015,02/14/2015,02/15/2015,32XX BLOCK OF 27 AV W,Q,Q1,5801.2005,-122.391555786,47.649555206,"(47.649555206, -122.391555786)"
719649,201554988,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/17/2015,02/13/2015,02/16/2015,9XX BLOCK OF DEXTER AV N,D,D2,6700.1004,-122.342315674,47.628429413,"(47.628429413, -122.342315674)"
720229,201549029,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/12/2015,02/11/2015,02/11/2015,5XX BLOCK OF YALE AV N,D,D3,7300.1014,-122.330436707,47.623699188,"(47.623699188, -122.330436707)"
720247,201549475,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/12/2015,02/12/2015,02/12/2015,6XX BLOCK OF NW 54 ST,B,B2,4800.4000,-122.364730835,47.66791153,"(47.66791153, -122.364730835)"
719720,201551852,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/14/2015,02/14/2015,,XX BLOCK OF W LEE ST,Q,Q2,7000.4007,-122.357246399,47.631305695,"(47.631305695, -122.357246399)"
719765,201550528,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/13/2015,02/05/2015,,127XX BLOCK OF 28 AV NE,L,L1,200.2012,-122.297729492,47.721805573,"(47.721805573, -122.297729492)"
719793,2015901014,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/13/2015,02/13/2015,02/13/2015,13XX BLOCK OF HUBBELL PL,E,E3,8200.3005,-122.330657959,47.61075592,"(47.61075592, -122.330657959)"
719825,201550195,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/13/2015,02/12/2015,02/12/2015,10XX BLOCK OF E PIKE ST,E,E2,7500.4014,-122.31879425,47.614089966,"(47.614089966, -122.31879425)"
719892,201552765,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/15/2015,02/09/2015,02/13/2015,15XX BLOCK OF 15 AV,C,C1,7900.4003,-122.312767029,47.614894867,"(47.614894867, -122.312767029)"
719899,201553224,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/15/2015,02/15/2015,,45XX BLOCK OF ROOSEVELT WY NE,U,U2,5200.5009,-122.317451477,47.662200928,"(47.662200928, -122.317451477)"
720288,201550482,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/13/2015,02/13/2015,02/13/2015,41XX BLOCK OF 49 AV S,R,R3,10100.1018,-122.271995544,47.565876007,"(47.565876007, -122.271995544)"
720290,2015902156,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/13/2015,02/13/2015,02/13/2015,3XX BLOCK OF HARRISON ST,Q,Q3,7100.2001,-122.350852966,47.622085571,"(47.622085571, -122.350852966)"
720862,201546031,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/09/2015,02/06/2015,02/09/2015,1XX BLOCK OF HARVARD AV E,E,E1,7402.1010,-122.32219696,47.619316101,"(47.619316101, -122.32219696)"
720909,201546051,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/09/2015,02/09/2015,02/09/2015,10 AV / E PINE ST,E,E2,7500.5009,-122.319465637,47.615242004,"(47.615242004, -122.319465637)"
720936,201541296,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/05/2015,02/05/2015,,3XX BLOCK OF WESTLAKE AV N,D,D3,7300.3010,-122.33846283,47.621456146,"(47.621456146, -122.33846283)"
720402,201547383,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/10/2015,02/10/2015,,10XX BLOCK OF 8 AV,E,E3,8200.2007,-122.328796387,47.60830307,"(47.60830307, -122.328796387)"
720964,2015900860,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/06/2015,02/05/2015,02/06/2015,6XX BLOCK OF HIGHLAND DR,Q,Q2,6700.3017,-122.344230652,47.62972641,"(47.62972641, -122.344230652)"
720434,201547092,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/10/2015,02/10/2015,,4 AV / SENECA ST,M,M3,8100.2022,-122.334220886,47.607513428,"(47.607513428, -122.334220886)"
720435,201547431,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/10/2015,02/10/2015,,10XX BLOCK OF LENORA ST,D,D2,7300.3019,-122.335746765,47.618171692,"(47.618171692, -122.335746765)"
721028,201541489,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/05/2015,01/30/2015,01/30/2015,BAGLEY AV N / N 45 ST,B,B3,5100.1020,-122.332550049,47.661376953,"(47.661376953, -122.332550049)"
721057,2015901166,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/07/2015,02/06/2015,02/06/2015,1 AV / PINE ST,M,M1,8100.3006,-122.340927124,47.60981369,"(47.60981369, -122.340927124)"
720595,2015900953,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/10/2015,02/06/2015,02/10/2015,65XX BLOCK OF 2 AV NE,J,J3,3600.4017,-122.327293396,47.676746368,"(47.676746368, -122.327293396)"
721142,201541999,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/06/2015,02/05/2015,02/06/2015,3 AV NW / NW 110 ST,N,N1,1400.2007,-122.360816956,47.708740234,"(47.708740234, -122.360816956)"
721173,201543654,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/07/2015,02/04/2015,02/07/2015,127XX BLOCK OF 33 AV NE,L,L3,100.5005,-122.292495728,47.721008301,"(47.721008301, -122.292495728)"
720663,2015900875,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/07/2015,01/30/2015,01/31/2015,5XX BLOCK OF 9 AV N,D,D2,7200.1003,-122.339744568,47.623878479,"(47.623878479, -122.339744568)"
720670,2015900915,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/07/2015,02/05/2015,02/05/2015,REPUBLICAN ST / PONTIUS AV N,D,D3,7300.1016,-122.331718445,47.623119354,"(47.623119354, -122.331718445)"
720700,201545840,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/09/2015,02/09/2015,,5XX BLOCK OF MELROSE AV E,E,E1,7401.3004,-122.327880859,47.623706818,"(47.623706818, -122.327880859)"
721292,2015900798,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/04/2015,02/02/2015,02/02/2015,7XX BLOCK OF PIKE ST,M,M2,8200.1011,-122.332801819,47.611839294,"(47.611839294, -122.332801819)"
721347,2015900810,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/05/2015,02/04/2015,02/04/2015,4XX BLOCK OF NE 50 ST,B,B3,4500.2020,-122.324516296,47.664981842,"(47.664981842, -122.324516296)"
721348,2015900818,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/05/2015,02/05/2015,02/05/2015,143XX BLOCK OF 36 AV NE,L,L3,100.2000,-122.289726257,47.732833862,"(47.732833862, -122.289726257)"
721383,2015900826,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/04/2015,02/03/2015,02/04/2015,9XX BLOCK OF 12 AV,E,E2,8600.2008,-122.31678009,47.610977173,"(47.610977173, -122.31678009)"
721417,201540023,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/04/2015,02/04/2015,02/04/2015,27 AV W / W COMMODORE WY,Q,Q1,5801.4001,-122.391036987,47.662242889,"(47.662242889, -122.391036987)"
721449,201540410,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/04/2015,02/04/2015,02/04/2015,47XX BLOCK OF 42 AV SW,W,W2,10500.4005,-122.385482788,47.560211182,"(47.560211182, -122.385482788)"
721762,201537662,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/02/2015,02/01/2015,02/02/2015,43XX BLOCK OF WALLINGFORD AV N,B,B3,5100.2006,-122.336196899,47.659732819,"(47.659732819, -122.336196899)"
722660,201532357,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/28/2015,01/28/2015,,143XX BLOCK OF LINDEN AV N,N,N1,401.1001,-122.347793579,47.733222961,"(47.733222961, -122.347793579)"
722661,201533271,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/29/2015,01/23/2015,01/25/2015,22XX BLOCK OF NW 60 ST,B,B1,4700.4001,-122.386161804,47.672370911,"(47.672370911, -122.386161804)"
722662,201533339,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/29/2015,01/29/2015,,17XX BLOCK OF 11 AV S,R,R1,9300.1025,-122.31791687,47.588264465,"(47.588264465, -122.31791687)"
721812,201536534,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/01/2015,02/01/2015,,1XX BLOCK OF BROADWAY E,E,E1,7402.1010,-122.320861816,47.61932373,"(47.61932373, -122.320861816)"
721567,201539189,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/03/2015,02/01/2015,02/01/2015,2XX BLOCK OF S FINDLAY ST,O,O2,10900.2037,-122.331665039,47.552700043,"(47.552700043, -122.331665039)"
721693,201537489,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/02/2015,01/29/2015,02/02/2015,9XX BLOCK OF 22 AV,C,C3,7900.1006,-122.30368042,47.611476898,"(47.611476898, -122.30368042)"
722037,201536890,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/01/2015,01/31/2015,02/01/2015,26XX BLOCK OF GLENWILDE PL E,C,C2,6200.1019,-122.301177979,47.643318176,"(47.643318176, -122.301177979)"
722108,201536591,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/01/2015,02/01/2015,02/01/2015,14XX BLOCK OF E JOHN ST,C,C1,7500.1010,-122.313911438,47.619960785,"(47.619960785, -122.313911438)"
722109,201536366,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/01/2015,02/01/2015,,16XX BLOCK OF 4 AV,M,M2,8100.2002,-122.338050842,47.61170578,"(47.61170578, -122.338050842)"
722130,201534385,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/30/2015,01/29/2015,01/30/2015,74XX BLOCK OF GATEWOOD RD SW,W,W3,11600.1013,-122.385238647,47.536540985,"(47.536540985, -122.385238647)"
722258,201533485,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/29/2015,01/29/2015,,4XX BLOCK OF E PINE ST,E,E3,8400.3005,-122.32649231,47.615215302,"(47.615215302, -122.32649231)"
722259,201533978,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/30/2015,01/24/2015,01/30/2015,16XX BLOCK OF 5 AV N,Q,Q2,6700.3000,-122.34715271,47.634040833,"(47.634040833, -122.34715271)"
722279,201533301,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/29/2015,01/29/2015,01/29/2015,84XX BLOCK OF GREENWOOD AV N,J,J3,2800.4003,-122.355300903,47.690216064,"(47.690216064, -122.355300903)"
722292,2015900616,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/29/2015,01/29/2015,01/29/2015,34XX BLOCK OF FREMONT AV N,B,B2,4900.2023,-122.34979248,47.650009155,"(47.650009155, -122.34979248)"
722293,2015900638,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/30/2015,01/27/2015,01/28/2015,10XX BLOCK OF LENORA ST,D,D2,7300.3019,-122.335746765,47.618171692,"(47.618171692, -122.335746765)"
722297,2015900996,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/30/2015,01/30/2015,01/30/2015,BEACON AV S / S MC CLELLAN ST,R,R1,10002.2015,-122.311599731,47.578624725,"(47.578624725, -122.311599731)"
722332,201533509,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/29/2015,01/29/2015,01/29/2015,14XX BLOCK OF 5 AV,M,M3,8200.1020,-122.335121155,47.610179901,"(47.610179901, -122.335121155)"
722455,201529553,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/27/2015,01/26/2015,,39XX BLOCK OF S OTHELLO ST,S,S1,11001.2008,-122.282348633,47.537044525,"(47.537044525, -122.282348633)"
722512,201531712,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/28/2015,01/28/2015,,45XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.2010,-122.313117981,47.662181854,"(47.662181854, -122.313117981)"
722576,2015900595,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/28/2015,01/28/2015,01/28/2015,26XX BLOCK OF EASTLAKE AV E,D,D3,6100.3021,-122.325881958,47.64384079,"(47.64384079, -122.325881958)"
722759,201530428,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/27/2015,01/26/2015,01/27/2015,2XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4001,-122.326850891,47.708618164,"(47.708618164, -122.326850891)"
