RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location
697577,2015203492,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/17/2015,06/09/2015,06/09/2015,24XX BLOCK OF WESTERN AV,D,D1,8002.2000,-122.349136353,47.613754272,"(47.613754272, -122.349136353)"
697690,2015904070,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/18/2015,06/15/2015,06/18/2015,47XX BLOCK OF BROOKLYN AV NE,U,U2,5301.2002,-122.314224243,47.66400528,"(47.66400528, -122.314224243)"
697726,2015904058,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/18/2015,06/17/2015,06/17/2015,7XX BLOCK OF S ROSE ST,F,F3,11200.2032,-122.324012756,47.529018402,"(47.529018402, -122.324012756)"
697728,2015904056,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/17/2015,04/21/2015,04/21/2015,120XX BLOCK OF LAKE CITY WY NE,L,L1,700.1011,-122.297027588,47.716247559,"(47.716247559, -122.297027588)"
697866,2015903960,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/15/2015,05/30/2015,06/04/2015,23XX BLOCK OF BROADWAY E,C,C1,6100.2028,-122.321350098,47.640449524,"(47.640449524, -122.321350098)"
697888,2015199004,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/14/2015,06/13/2015,06/13/2015,7XX BLOCK OF CROCKETT ST,D,D2,6000.1013,-122.343704224,47.637508392,"(47.637508392, -122.343704224)"
697889,2015199669,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/14/2015,06/14/2015,,13XX BLOCK OF BOREN AV,E,E3,8300.2016,-122.327552795,47.611976624,"(47.611976624, -122.327552795)"
697890,2015199725,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/14/2015,06/14/2015,,23XX BLOCK OF 2 AV,D,D1,8001.2004,-122.346305847,47.614421844,"(47.614421844, -122.346305847)"
697891,2015199941,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/14/2015,06/02/2015,06/02/2015,88XX BLOCK OF NESBIT AV N,N,N3,1800.2002,-122.343475342,47.693275452,"(47.693275452, -122.343475342)"
698912,2015194911,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/11/2015,06/10/2015,06/11/2015,14XX BLOCK OF N NORTHGATE WY,N,N3,1300.1007,-122.339981079,47.705043793,"(47.705043793, -122.339981079)"
698928,201686076,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,03/11/2016,03/11/2016,,56XX BLOCK OF 57 AV NE,U,U3,4100.2019,-122.266975403,47.669597626,"(47.669597626, -122.266975403)"
697892,2015200464,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/15/2015,06/15/2015,06/15/2015,97XX BLOCK OF ASHWORTH AV N,N,N3,1300.1024,-122.339736938,47.700511932,"(47.700511932, -122.339736938)"
697893,2015200805,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/15/2015,06/10/2015,06/14/2015,34XX BLOCK OF 36 AV S,R,R2,10100.5009,-122.287757874,47.572021484,"(47.572021484, -122.287757874)"
697894,2015201246,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/15/2015,06/14/2015,06/15/2015,115XX BLOCK OF 28 AV NE,L,L3,700.2015,-122.297561646,47.713031769,"(47.713031769, -122.297561646)"
697895,2015201283,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/15/2015,06/14/2015,06/14/2015,16 AV E / E DENNY WY,C,C1,7600.3010,-122.311447144,47.618515015,"(47.618515015, -122.311447144)"
697899,2015200130,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/14/2015,06/10/2015,,2XX BLOCK OF BELL ST,D,D1,8001.2003,-122.345222473,47.614372253,"(47.614372253, -122.345222473)"
698949,2015191077,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/08/2015,05/26/2015,05/26/2015,15 AV NE / NE 41 ST,U,U2,5301.4000,-122.312110901,47.65681839,"(47.65681839, -122.312110901)"
698950,2015190712,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/08/2015,06/08/2015,,28XX BLOCK OF NW 56 ST,B,B1,3200.3008,-122.394264221,47.669467926,"(47.669467926, -122.394264221)"
698974,2015192404,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/09/2015,06/08/2015,06/09/2015,7XX BLOCK OF PIKE ST,M,M2,8200.1011,-122.332801819,47.611839294,"(47.611839294, -122.332801819)"
699002,2015191149,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/08/2015,06/08/2015,,18XX BLOCK OF E MADISON ST,C,C2,7900.5009,-122.308128357,47.61643219,"(47.61643219, -122.308128357)"
697965,2015201119,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/15/2015,06/14/2015,,88XX BLOCK OF 13 AV SW,F,F3,11300.3003,-122.351676941,47.523773193,"(47.523773193, -122.351676941)"
699018,2015192246,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/09/2015,06/09/2015,,2XX BLOCK OF YALE AV N,D,D3,7300.1024,-122.330421448,47.620243073,"(47.620243073, -122.330421448)"
699060,2015903828,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/09/2015,06/08/2015,06/08/2015,JAMES ST / 5 AV,K,K1,8100.2027,-122.329185486,47.603694916,"(47.603694916, -122.329185486)"
699081,2015192936,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/09/2015,06/06/2015,06/09/2015,5XX BLOCK OF 5 AV W,Q,Q3,7100.1002,-122.363243103,47.624069214,"(47.624069214, -122.363243103)"
699143,2015903863,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/10/2015,06/10/2015,06/10/2015,67XX BLOCK OF 34 AV SW,W,W3,10702.3011,-122.375167847,47.541946411,"(47.541946411, -122.375167847)"
699152,2015193100,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/09/2015,06/09/2015,,17XX BLOCK OF E MADISON ST,C,C2,7900.4,-122.309494019,47.6158638,"(47.6158638, -122.309494019)"
698155,2015202235,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/16/2015,06/12/2015,06/13/2015,13XX BLOCK OF NE 68 ST,U,U1,2600.3008,-122.313835144,47.678035736,"(47.678035736, -122.313835144)"
698203,2015903923,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/13/2015,06/10/2015,06/12/2015,34XX BLOCK OF 36 AV S,R,R2,10100.5009,-122.287757874,47.572021484,"(47.572021484, -122.287757874)"
698206,2015903927,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/13/2015,06/08/2015,06/13/2015,3 AV / WALL ST,D,D1,7200.2017,-122.34703064,47.616024017,"(47.616024017, -122.34703064)"
698208,2015903929,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/13/2015,06/13/2015,06/13/2015,26XX BLOCK OF 23 AV W,Q,Q1,5802.1013,-122.385948181,47.643836975,"(47.643836975, -122.385948181)"
698215,2015198909,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/13/2015,06/13/2015,,AIRPORT WY S / S LUCILE ST,O,O3,10402.1009,-122.321006775,47.553348541,"(47.553348541, -122.321006775)"
698254,2015197609,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/12/2015,06/12/2015,,3 AV / VIRGINIA ST,M,M2,7200.1067,-122.340896606,47.61239624,"(47.61239624, -122.340896606)"
698259,2015196939,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/12/2015,05/08/2015,05/09/2015,15XX BLOCK OF 17 AV S,R,R1,9400.5015,-122.310546875,47.58921051,"(47.58921051, -122.310546875)"
698287,2015198074,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/13/2015,06/12/2015,,2XX BLOCK OF 29 AV E,C,C3,7700.1014,-122.294792175,47.620754242,"(47.620754242, -122.294792175)"
698359,2015196567,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/12/2015,06/11/2015,06/11/2015,23XX BLOCK OF MINOR AV E,D,D3,6100.4007,-122.328353882,47.640880585,"(47.640880585, -122.328353882)"
699260,2015192842,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/09/2015,06/09/2015,,57XX BLOCK OF 8 AV NW,B,B2,4700.1006,-122.366172791,47.670524597,"(47.670524597, -122.366172791)"
698412,2015198642,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/13/2015,06/13/2015,,YALE AV N / JOHN ST,D,D3,7300.1024,-122.330421448,47.619667053,"(47.619667053, -122.330421448)"
698415,2015903926,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/13/2015,06/12/2015,06/13/2015,4XX BLOCK OF GARFIELD ST,Q,Q2,6700.3002,-122.347770691,47.633152008,"(47.633152008, -122.347770691)"
698583,2015195310,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/11/2015,06/11/2015,,19XX BLOCK OF E MADISON ST,C,C2,7900.5001,-122.306770325,47.616996765,"(47.616996765, -122.306770325)"
698587,2015195586,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/11/2015,05/01/2015,05/02/2015,8XX BLOCK OF 19 AV,G,G2,8700.1003,-122.307609558,47.609771729,"(47.609771729, -122.307609558)"
698677,2015195036,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/11/2015,06/10/2015,,40XX BLOCK OF LEARY WY NW,B,B2,4800.3033,-122.362342834,47.656497955,"(47.656497955, -122.362342834)"
698681,2015195200,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/11/2015,06/09/2015,06/10/2015,26XX BLOCK OF W MARINA PL,Q,Q1,5600.3048,-122.391113281,47.631046295,"(47.631046295, -122.391113281)"
698708,2015196432,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/12/2015,06/11/2015,06/11/2015,3XX BLOCK OF 9 AV,G,G1,8500.3001,-122.323440552,47.604129791,"(47.604129791, -122.323440552)"
698709,2015196543,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/12/2015,06/11/2015,06/11/2015,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.3002,-122.29283905,47.723796844,"(47.723796844, -122.29283905)"
698727,2015903886,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/11/2015,06/11/2015,06/11/2015,14XX BLOCK OF NW 65 ST,J,J2,3300.1012,-122.374977112,47.675949097,"(47.675949097, -122.374977112)"
698804,2015903873,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/11/2015,06/10/2015,06/11/2015,17XX BLOCK OF NE RAVENNA BV,U,U1,4400.1024,-122.308982849,47.670200348,"(47.670200348, -122.308982849)"
699338,2015189827,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/07/2015,06/06/2015,06/07/2015,15XX BLOCK OF 15 AV,C,C1,7500.2009,-122.312767029,47.614894867,"(47.614894867, -122.312767029)"
699347,2015189186,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/07/2015,06/07/2015,,15XX BLOCK OF BROADWAY,E,E2,7500.4015,-122.320793152,47.614654541,"(47.614654541, -122.320793152)"
700006,2015187344,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/05/2015,05/31/2015,06/04/2015,68XX BLOCK OF WEEDIN PL NE,J,J3,3600.4,-122.321731567,47.67842865,"(47.67842865, -122.321731567)"
